,timestamp_mdf,GPS_Week,GPS_Seconds,Latitude_deg,Longitude_deg,Height_m,Undulation_m,North_Velocity_m_invert_s,East_Velocity_m_invert_s,Up_Velocity_m_invert_s,Roll_deg,Pitch_deg,Azimuth_deg,INS_Status,Latitude_Sigma,Longitude_Sigma,Height_Sigma,North_Vel_Sigma,East_Vel_Sigma,Up_Vel_Sigma,Roll_Sigma,Pitch_Sigma,Azimuth_Sigma
309,1645015686049465.8,,,,,,,,,,,,,,,,,,,,,,
310,1645015686059491.2,,,,,,,,,,,,,,,,,,,,,,
311,1645015686069346.0,,,,,,,,,,,,,,,,,,,,,,
312,1645015686080596.0,,,,,,,,,,,,,,,,,,,,,,
313,1645015686089384.5,,,,,,,,,,,,,,,,,,,,,,
314,1645015686099411.5,,,,,,,,,,,,,,,,,,,,,,
315,1645015686109430.8,,,,,,,,,,,,,,,,,,,,,,
316,1645015686119540.2,,,,,,,,,,,,,,,,,,,,,,
317,1645015686129366.8,,,,,,,,,,,,,,,,,,,,,,
318,1645015686140117.2,,,,,,,,,,,,,,,,,,,,,,
319,1645015686149467.5,,,,,,,,,,,,,,,,,,,,,,
320,1645015686159377.8,,,,,,,,,,,,,,,,,,,,,,
321,1645015686169448.0,,,,,,,,,,,,,,,,,,,,,,
322,1645015686179521.5,,,,,,,,,,,,,,,,,,,,,,
323,1645015686189342.0,,,,,,,,,,,,,,,,,,,,,,
324,1645015686199470.5,,,,,,,,,,,,,,,,,,,,,,
325,1645015686209496.0,,,,,,,,,,,,,,,,,,,,,,
326,1645015686219360.5,,,,,,,,,,,,,,,,,,,,,,
327,1645015686229470.5,,,,,,,,,,,,,,,,,,,,,,
328,1645015686239541.0,,,,,,,,,,,,,,,,,,,,,,
329,1645015686249452.0,,,,,,,,,,,,,,,,,,,,,,
330,1645015686259540.5,,,,,,,,,,,,,,,,,,,,,,
331,1645015686269351.0,,,,,,,,,,,,,,,,,,,,,,
332,1645015686279353.5,,,,,,,,,,,,,,,,,,,,,,
333,1645015686289422.2,,,,,,,,,,,,,,,,,,,,,,
334,1645015686299622.5,,,,,,,,,,,,,,,,,,,,,,
335,1645015686309398.8,,,,,,,,,,,,,,,,,,,,,,
336,1645015686319560.8,,,,,,,,,,,,,,,,,,,,,,
337,1645015686329345.5,,,,,,,,,,,,,,,,,,,,,,
338,1645015686339341.2,,,,,,,,,,,,,,,,,,,,,,
339,1645015686387359.8,,,,,,,,,,,,,,,,,,,,,,
340,1645015686392718.5,,,,,,,,,,,,,,,,,,,,,,
341,1645015686394169.5,,,,,,,,,,,,,,,,,,,,,,
342,1645015686394813.8,,,,,,,,,,,,,,,,,,,,,,
343,1645015686395323.0,,,,,,,,,,,,,,,,,,,,,,
344,1645015686395776.5,,,,,,,,,,,,,,,,,,,,,,
345,1645015686399618.0,,,,,,,,,,,,,,,,,,,,,,
346,1645015686409522.2,,,,,,,,,,,,,,,,,,,,,,
347,1645015686419749.5,,,,,,,,,,,,,,,,,,,,,,
348,1645015686429683.8,,,,,,,,,,,,,,,,,,,,,,
349,1645015686440116.8,,,,,,,,,,,,,,,,,,,,,,
350,1645015686453735.0,,,,,,,,,,,,,,,,,,,,,,
351,1645015686459418.0,,,,,,,,,,,,,,,,,,,,,,
352,1645015686469381.2,,,,,,,,,,,,,,,,,,,,,,
353,1645015686479476.8,,,,,,,,,,,,,,,,,,,,,,
354,1645015686489797.2,,,,,,,,,,,,,,,,,,,,,,
355,1645015686499390.2,,,,,,,,,,,,,,,,,,,,,,
356,1645015686509392.8,,,,,,,,,,,,,,,,,,,,,,
357,1645015686519452.0,,,,,,,,,,,,,,,,,,,,,,
358,1645015686529461.5,,,,,,,,,,,,,,,,,,,,,,
359,1645015686540117.8,,,,,,,,,,,,,,,,,,,,,,
360,1645015686549710.5,,,,,,,,,,,,,,,,,,,,,,
361,1645015686559429.5,,,,,,,,,,,,,,,,,,,,,,
362,1645015686569476.2,,,,,,,,,,,,,,,,,,,,,,
363,1645015686579366.8,,,,,,,,,,,,,,,,,,,,,,
364,1645015686589532.5,,,,,,,,,,,,,,,,,,,,,,
365,1645015686599445.2,,,,,,,,,,,,,,,,,,,,,,
366,1645015686609393.0,,,,,,,,,,,,,,,,,,,,,,
367,1645015686619399.5,,,,,,,,,,,,,,,,,,,,,,
368,1645015686629428.5,,,,,,,,,,,,,,,,,,,,,,
369,1645015686639327.5,,,,,,,,,,,,,,,,,,,,,,
370,1645015686649389.2,,,,,,,,,,,,,,,,,,,,,,
371,1645015686659663.8,,,,,,,,,,,,,,,,,,,,,,
372,1645015686669330.0,,,,,,,,,,,,,,,,,,,,,,
373,1645015686679327.8,,,,,,,,,,,,,,,,,,,,,,
374,1645015686689467.2,,,,,,,,,,,,,,,,,,,,,,
375,1645015686699414.5,,,,,,,,,,,,,,,,,,,,,,
376,1645015686709374.5,,,,,,,,,,,,,,,,,,,,,,
377,1645015686719539.2,,,,,,,,,,,,,,,,,,,,,,
378,1645015686729369.5,,,,,,,,,,,,,,,,,,,,,,
379,1645015686740468.0,,,,,,,,,,,,,,,,,,,,,,
380,1645015686749511.0,,,,,,,,,,,,,,,,,,,,,,
381,1645015686759522.8,,,,,,,,,,,,,,,,,,,,,,
382,1645015686769336.8,,,,,,,,,,,,,,,,,,,,,,
383,1645015686779450.0,,,,,,,,,,,,,,,,,,,,,,
384,1645015686789358.2,,,,,,,,,,,,,,,,,,,,,,
385,1645015686799343.0,,,,,,,,,,,,,,,,,,,,,,
386,1645015686809367.8,,,,,,,,,,,,,,,,,,,,,,
387,1645015686819407.2,,,,,,,,,,,,,,,,,,,,,,
388,1645015686829357.5,,,,,,,,,,,,,,,,,,,,,,
389,1645015686839481.8,,,,,,,,,,,,,,,,,,,,,,
390,1645015686849544.5,,,,,,,,,,,,,,,,,,,,,,
391,1645015686859418.8,,,,,,,,,,,,,,,,,,,,,,
392,1645015686869413.5,,,,,,,,,,,,,,,,,,,,,,
393,1645015686879448.8,,,,,,,,,,,,,,,,,,,,,,
394,1645015686889473.2,,,,,,,,,,,,,,,,,,,,,,
395,1645015686899504.5,,,,,,,,,,,,,,,,,,,,,,
396,1645015686909420.8,,,,,,,,,,,,,,,,,,,,,,
397,1645015686919510.0,,,,,,,,,,,,,,,,,,,,,,
398,1645015686929396.0,,,,,,,,,,,,,,,,,,,,,,
399,1645015686939476.5,,,,,,,,,,,,,,,,,,,,,,
400,1645015686949500.2,,,,,,,,,,,,,,,,,,,,,,
401,1645015686959447.0,,,,,,,,,,,,,,,,,,,,,,
402,1645015686969489.2,,,,,,,,,,,,,,,,,,,,,,
403,1645015686979389.5,,,,,,,,,,,,,,,,,,,,,,
404,1645015686990362.2,,,,,,,,,,,,,,,,,,,,,,
405,1645015686999459.0,,,,,,,,,,,,,,,,,,,,,,
406,1645015687009382.2,,,,,,,,,,,,,,,,,,,,,,
407,1645015687019364.2,,,,,,,,,,,,,,,,,,,,,,
408,1645015687029476.5,,,,,,,,,,,,,,,,,,,,,,
409,1645015687039724.8,,,,,,,,,,,,,,,,,,,,,,
410,1645015687049344.0,,,,,,,,,,,,,,,,,,,,,,
411,1645015687059525.0,,,,,,,,,,,,,,,,,,,,,,
412,1645015687069320.5,,,,,,,,,,,,,,,,,,,,,,
413,1645015687080488.2,,,,,,,,,,,,,,,,,,,,,,
414,1645015687089807.5,,,,,,,,,,,,,,,,,,,,,,
415,1645015687099299.5,,,,,,,,,,,,,,,,,,,,,,
416,1645015687109367.8,,,,,,,,,,,,,,,,,,,,,,
417,1645015687119531.2,,,,,,,,,,,,,,,,,,,,,,
418,1645015687129324.8,,,,,,,,,,,,,,,,,,,,,,
419,1645015687140068.5,,,,,,,,,,,,,,,,,,,,,,
420,1645015687149670.5,,,,,,,,,,,,,,,,,,,,,,
421,1645015687159378.0,,,,,,,,,,,,,,,,,,,,,,
422,1645015687169427.5,,,,,,,,,,,,,,,,,,,,,,
423,1645015687179631.0,,,,,,,,,,,,,,,,,,,,,,
424,1645015687189309.8,,,,,,,,,,,,,,,,,,,,,,
425,1645015687199519.8,,,,,,,,,,,,,,,,,,,,,,
426,1645015687209524.8,,,,,,,,,,,,,,,,,,,,,,
427,1645015687219376.2,,,,,,,,,,,,,,,,,,,,,,
428,1645015687229594.8,,,,,,,,,,,,,,,,,,,,,,
429,1645015687239476.8,,,,,,,,,,,,,,,,,,,,,,
430,1645015687249405.5,,,,,,,,,,,,,,,,,,,,,,
431,1645015687259412.0,,,,,,,,,,,,,,,,,,,,,,
432,1645015687269498.2,,,,,,,,,,,,,,,,,,,,,,
433,1645015687279333.0,,,,,,,,,,,,,,,,,,,,,,
434,1645015687289372.2,,,,,,,,,,,,,,,,,,,,,,
435,1645015687299551.5,,,,,,,,,,,,,,,,,,,,,,
436,1645015687309349.2,,,,,,,,,,,,,,,,,,,,,,
437,1645015687319477.0,,,,,,,,,,,,,,,,,,,,,,
438,1645015687329441.0,,,,,,,,,,,,,,,,,,,,,,
439,1645015687339337.2,,,,,,,,,,,,,,,,,,,,,,
440,1645015687374336.0,,,,,,,,,,,,,,,,,,,,,,
441,1645015687377609.8,,,,,,,,,,,,,,,,,,,,,,
442,1645015687379317.0,,,,,,,,,,,,,,,,,,,,,,
443,1645015687380214.2,,,,,,,,,,,,,,,,,,,,,,
444,1645015687380827.2,,,,,,,,,,,,,,,,,,,,,,
445,1645015687389636.2,,,,,,,,,,,,,,,,,,,,,,
446,1645015687399358.5,,,,,,,,,,,,,,,,,,,,,,
447,1645015687409614.8,,,,,,,,,,,,,,,,,,,,,,
448,1645015687419734.8,,,,,,,,,,,,,,,,,,,,,,
449,1645015687429649.8,,,,,,,,,,,,,,,,,,,,,,
450,1645015687439421.8,,,,,,,,,,,,,,,,,,,,,,
451,1645015687449423.5,,,,,,,,,,,,,,,,,,,,,,
452,1645015687459334.2,,,,,,,,,,,,,,,,,,,,,,
453,1645015687469372.8,,,,,,,,,,,,,,,,,,,,,,
454,1645015687479531.8,,,,,,,,,,,,,,,,,,,,,,
455,1645015687489325.0,,,,,,,,,,,,,,,,,,,,,,
456,1645015687499399.5,,,,,,,,,,,,,,,,,,,,,,
457,1645015687509340.0,,,,,,,,,,,,,,,,,,,,,,
458,1645015687519574.2,,,,,,,,,,,,,,,,,,,,,,
459,1645015687529367.0,,,,,,,,,,,,,,,,,,,,,,
460,1645015687539492.2,,,,,,,,,,,,,,,,,,,,,,
461,1645015687549343.0,,,,,,,,,,,,,,,,,,,,,,
462,1645015687559364.2,,,,,,,,,,,,,,,,,,,,,,
463,1645015687569340.8,,,,,,,,,,,,,,,,,,,,,,
464,1645015687579308.0,,,,,,,,,,,,,,,,,,,,,,
465,1645015687589362.2,,,,,,,,,,,,,,,,,,,,,,
466,1645015687599517.0,,,,,,,,,,,,,,,,,,,,,,
467,1645015687609368.5,,,,,,,,,,,,,,,,,,,,,,
468,1645015687619350.2,,,,,,,,,,,,,,,,,,,,,,
469,1645015687629387.2,,,,,,,,,,,,,,,,,,,,,,
470,1645015687639337.2,,,,,,,,,,,,,,,,,,,,,,
471,1645015687649401.0,,,,,,,,,,,,,,,,,,,,,,
472,1645015687659474.2,,,,,,,,,,,,,,,,,,,,,,
473,1645015687669362.5,,,,,,,,,,,,,,,,,,,,,,
474,1645015687679391.5,,,,,,,,,,,,,,,,,,,,,,
475,1645015687689404.0,,,,,,,,,,,,,,,,,,,,,,
476,1645015687699346.0,,,,,,,,,,,,,,,,,,,,,,
477,1645015687709349.8,,,,,,,,,,,,,,,,,,,,,,
478,1645015687719743.5,,,,,,,,,,,,,,,,,,,,,,
479,1645015687729350.5,,,,,,,,,,,,,,,,,,,,,,
480,1645015687740146.0,,,,,,,,,,,,,,,,,,,,,,
481,1645015687749385.5,,,,,,,,,,,,,,,,,,,,,,
482,1645015687761463.2,,,,,,,,,,,,,,,,,,,,,,
483,1645015687769390.0,,,,,,,,,,,,,,,,,,,,,,
484,1645015687779386.0,,,,,,,,,,,,,,,,,,,,,,
485,1645015687789301.5,,,,,,,,,,,,,,,,,,,,,,
486,1645015687800266.5,,,,,,,,,,,,,,,,,,,,,,
487,1645015687809475.2,,,,,,,,,,,,,,,,,,,,,,
488,1645015687819397.8,,,,,,,,,,,,,,,,,,,,,,
489,1645015687829364.2,,,,,,,,,,,,,,,,,,,,,,
490,1645015687839414.2,,,,,,,,,,,,,,,,,,,,,,
491,1645015687849519.8,,,,,,,,,,,,,,,,,,,,,,
492,1645015687859520.0,,,,,,,,,,,,,,,,,,,,,,
493,1645015687869423.0,,,,,,,,,,,,,,,,,,,,,,
494,1645015687879380.8,,,,,,,,,,,,,,,,,,,,,,
495,1645015687889504.8,,,,,,,,,,,,,,,,,,,,,,
496,1645015687899411.5,,,,,,,,,,,,,,,,,,,,,,
497,1645015687909356.8,,,,,,,,,,,,,,,,,,,,,,
498,1645015687919406.8,,,,,,,,,,,,,,,,,,,,,,
499,1645015687929402.2,,,,,,,,,,,,,,,,,,,,,,
500,1645015687939425.0,,,,,,,,,,,,,,,,,,,,,,
501,1645015687949466.8,,,,,,,,,,,,,,,,,,,,,,
502,1645015687959443.5,,,,,,,,,,,,,,,,,,,,,,
503,1645015687969363.8,,,,,,,,,,,,,,,,,,,,,,
504,1645015687979380.8,,,,,,,,,,,,,,,,,,,,,,
505,1645015687990336.0,,,,,,,,,,,,,,,,,,,,,,
506,1645015687999521.5,,,,,,,,,,,,,,,,,,,,,,
507,1645015688009335.8,,,,,,,,,,,,,,,,,,,,,,
508,1645015688019543.0,,,,,,,,,,,,,,,,,,,,,,
509,1645015688029362.8,,,,,,,,,,,,,,,,,,,,,,
510,1645015688039991.8,,,,,,,,,,,,,,,,,,,,,,
511,1645015688049418.8,,,,,,,,,,,,,,,,,,,,,,
512,1645015688059691.2,,,,,,,,,,,,,,,,,,,,,,
513,1645015688069331.0,,,,,,,,,,,,,,,,,,,,,,
514,1645015688080486.0,,,,,,,,,,,,,,,,,,,,,,
515,1645015688089330.2,,,,,,,,,,,,,,,,,,,,,,
516,1645015688099341.0,,,,,,,,,,,,,,,,,,,,,,
517,1645015688109440.2,,,,,,,,,,,,,,,,,,,,,,
518,1645015688119429.0,,,,,,,,,,,,,,,,,,,,,,
519,1645015688129380.0,,,,,,,,,,,,,,,,,,,,,,
520,1645015688139512.5,,,,,,,,,,,,,,,,,,,,,,
521,1645015688149434.5,,,,,,,,,,,,,,,,,,,,,,
522,1645015688159359.2,,,,,,,,,,,,,,,,,,,,,,
523,1645015688169426.2,,,,,,,,,,,,,,,,,,,,,,
524,1645015688179483.8,,,,,,,,,,,,,,,,,,,,,,
525,1645015688189327.8,,,,,,,,,,,,,,,,,,,,,,
526,1645015688199452.2,,,,,,,,,,,,,,,,,,,,,,
527,1645015688209403.0,,,,,,,,,,,,,,,,,,,,,,
528,1645015688219321.5,,,,,,,,,,,,,,,,,,,,,,
529,1645015688229367.8,,,,,,,,,,,,,,,,,,,,,,
530,1645015688239647.0,,,,,,,,,,,,,,,,,,,,,,
531,1645015688249334.8,,,,,,,,,,,,,,,,,,,,,,
532,1645015688259490.8,,,,,,,,,,,,,,,,,,,,,,
533,1645015688269419.2,,,,,,,,,,,,,,,,,,,,,,
534,1645015688279336.2,,,,,,,,,,,,,,,,,,,,,,
535,1645015688289335.5,,,,,,,,,,,,,,,,,,,,,,
536,1645015688299663.0,,,,,,,,,,,,,,,,,,,,,,
537,1645015688309350.5,,,,,,,,,,,,,,,,,,,,,,
538,1645015688319334.0,,,,,,,,,,,,,,,,,,,,,,
539,1645015688329490.8,,,,,,,,,,,,,,,,,,,,,,
540,1645015688362447.0,,,,,,,,,,,,,,,,,,,,,,
541,1645015688364319.5,,,,,,,,,,,,,,,,,,,,,,
542,1645015688368213.0,,,,,,,,,,,,,,,,,,,,,,
543,1645015688369204.2,,,,,,,,,,,,,,,,,,,,,,
544,1645015688369679.0,,,,,,,,,,,,,,,,,,,,,,
545,1645015688379875.0,,,,,,,,,,,,,,,,,,,,,,
546,1645015688389479.5,,,,,,,,,,,,,,,,,,,,,,
547,1645015688410336.0,,,,,,,,,,,,,,,,,,,,,,
548,1645015688411198.2,,,,,,,,,,,,,,,,,,,,,,
549,1645015688419723.5,,,,,,,,,,,,,,,,,,,,,,
550,1645015688429725.5,,,,,,,,,,,,,,,,,,,,,,
551,1645015688439788.2,,,,,,,,,,,,,,,,,,,,,,
552,1645015688449423.5,,,,,,,,,,,,,,,,,,,,,,
553,1645015688459419.2,,,,,,,,,,,,,,,,,,,,,,
554,1645015688469300.0,,,,,,,,,,,,,,,,,,,,,,
555,1645015688479583.0,,,,,,,,,,,,,,,,,,,,,,
556,1645015688489318.8,,,,,,,,,,,,,,,,,,,,,,
557,1645015688499301.5,,,,,,,,,,,,,,,,,,,,,,
558,1645015688509449.0,,,,,,,,,,,,,,,,,,,,,,
559,1645015688519524.0,,,,,,,,,,,,,,,,,,,,,,
560,1645015688529302.0,,,,,,,,,,,,,,,,,,,,,,
561,1645015688539470.8,,,,,,,,,,,,,,,,,,,,,,
562,1645015688549337.8,,,,,,,,,,,,,,,,,,,,,,
563,1645015688559295.8,,,,,,,,,,,,,,,,,,,,,,
564,1645015688569402.5,,,,,,,,,,,,,,,,,,,,,,
565,1645015688579362.8,,,,,,,,,,,,,,,,,,,,,,
566,1645015688589341.8,,,,,,,,,,,,,,,,,,,,,,
567,1645015688599621.5,,,,,,,,,,,,,,,,,,,,,,
568,1645015688609354.5,,,,,,,,,,,,,,,,,,,,,,
569,1645015688619342.0,,,,,,,,,,,,,,,,,,,,,,
570,1645015688629423.0,,,,,,,,,,,,,,,,,,,,,,
571,1645015688639346.0,,,,,,,,,,,,,,,,,,,,,,
572,1645015688649333.8,,,,,,,,,,,,,,,,,,,,,,
573,1645015688659574.0,,,,,,,,,,,,,,,,,,,,,,
574,1645015688669371.5,,,,,,,,,,,,,,,,,,,,,,
575,1645015688679329.5,,,,,,,,,,,,,,,,,,,,,,
576,1645015688689336.8,,,,,,,,,,,,,,,,,,,,,,
577,1645015688699322.2,,,,,,,,,,,,,,,,,,,,,,
578,1645015688709361.5,,,,,,,,,,,,,,,,,,,,,,
579,1645015688719597.2,,,,,,,,,,,,,,,,,,,,,,
580,1645015688729332.5,,,,,,,,,,,,,,,,,,,,,,
581,1645015688739354.2,,,,,,,,,,,,,,,,,,,,,,
582,1645015688749445.5,,,,,,,,,,,,,,,,,,,,,,
583,1645015688759531.2,,,,,,,,,,,,,,,,,,,,,,
584,1645015688769352.5,,,,,,,,,,,,,,,,,,,,,,
585,1645015688779718.5,,,,,,,,,,,,,,,,,,,,,,
586,1645015688789337.8,,,,,,,,,,,,,,,,,,,,,,
587,1645015688799365.2,,,,,,,,,,,,,,,,,,,,,,
588,1645015688809346.2,,,,,,,,,,,,,,,,,,,,,,
589,1645015688819376.5,,,,,,,,,,,,,,,,,,,,,,
590,1645015688829375.2,,,,,,,,,,,,,,,,,,,,,,
591,1645015688839574.2,,,,,,,,,,,,,,,,,,,,,,
592,1645015688849483.0,,,,,,,,,,,,,,,,,,,,,,
593,1645015688859376.2,,,,,,,,,,,,,,,,,,,,,,
594,1645015688869339.8,,,,,,,,,,,,,,,,,,,,,,
595,1645015688879329.0,,,,,,,,,,,,,,,,,,,,,,
596,1645015688889484.0,,,,,,,,,,,,,,,,,,,,,,
597,1645015688899333.0,,,,,,,,,,,,,,,,,,,,,,
598,1645015688909352.8,,,,,,,,,,,,,,,,,,,,,,
599,1645015688919521.0,,,,,,,,,,,,,,,,,,,,,,
600,1645015688929454.8,,,,,,,,,,,,,,,,,,,,,,
601,1645015688940308.2,,,,,,,,,,,,,,,,,,,,,,
602,1645015688949411.5,,,,,,,,,,,,,,,,,,,,,,
603,1645015688959345.5,,,,,,,,,,,,,,,,,,,,,,
604,1645015688969433.0,,,,,,,,,,,,,,,,,,,,,,
605,1645015688979375.0,,,,,,,,,,,,,,,,,,,,,,
606,1645015688990357.8,,,,,,,,,,,,,,,,,,,,,,
607,1645015688999467.2,,,,,,,,,,,,,,,,,,,,,,
608,1645015689009352.5,,,,,,,,,,,,,,,,,,,,,,
609,1645015689019325.5,,,,,,,,,,,,,,,,,,,,,,
610,1645015689029351.2,,,,,,,,,,,,,,,,,,,,,,
611,1645015689039997.8,,,,,,,,,,,,,,,,,,,,,,
612,1645015689049332.0,,,,,,,,,,,,,,,,,,,,,,
613,1645015689059380.8,,,,,,,,,,,,,,,,,,,,,,
614,1645015689069322.8,,,,,,,,,,,,,,,,,,,,,,
615,1645015689080473.5,,,,,,,,,,,,,,,,,,,,,,
616,1645015689089287.5,,,,,,,,,,,,,,,,,,,,,,
617,1645015689099349.0,,,,,,,,,,,,,,,,,,,,,,
618,1645015689109318.2,,,,,,,,,,,,,,,,,,,,,,
619,1645015689119417.0,,,,,,,,,,,,,,,,,,,,,,
620,1645015689129348.5,,,,,,,,,,,,,,,,,,,,,,
621,1645015689139350.8,,,,,,,,,,,,,,,,,,,,,,
622,1645015689149403.2,,,,,,,,,,,,,,,,,,,,,,
623,1645015689159343.5,,,,,,,,,,,,,,,,,,,,,,
624,1645015689169336.2,,,,,,,,,,,,,,,,,,,,,,
625,1645015689179385.2,,,,,,,,,,,,,,,,,,,,,,
626,1645015689189407.5,,,,,,,,,,,,,,,,,,,,,,
627,1645015689199398.2,,,,,,,,,,,,,,,,,,,,,,
628,1645015689209369.8,,,,,,,,,,,,,,,,,,,,,,
629,1645015689219368.5,,,,,,,,,,,,,,,,,,,,,,
630,1645015689229321.8,,,,,,,,,,,,,,,,,,,,,,
631,1645015689239538.0,,,,,,,,,,,,,,,,,,,,,,
632,1645015689249335.8,,,,,,,,,,,,,,,,,,,,,,
633,1645015689259287.0,,,,,,,,,,,,,,,,,,,,,,
634,1645015689269364.8,,,,,,,,,,,,,,,,,,,,,,
635,1645015689279352.8,,,,,,,,,,,,,,,,,,,,,,
636,1645015689289264.5,,,,,,,,,,,,,,,,,,,,,,
637,1645015689299406.8,,,,,,,,,,,,,,,,,,,,,,
638,1645015689309292.8,,,,,,,,,,,,,,,,,,,,,,
639,1645015689319318.2,,,,,,,,,,,,,,,,,,,,,,
640,1645015689329384.2,,,,,,,,,,,,,,,,,,,,,,
641,1645015689339318.5,,,,,,,,,,,,,,,,,,,,,,
642,1645015689365338.8,,,,,,,,,,,,,,,,,,,,,,
643,1645015689368075.8,,,,,,,,,,,,,,,,,,,,,,
644,1645015689369884.8,,,,,,,,,,,,,,,,,,,,,,
645,1645015689370550.8,,,,,,,,,,,,,,,,,,,,,,
646,1645015689380089.8,,,,,,,,,,,,,,,,,,,,,,
647,1645015689389705.0,,,,,,,,,,,,,,,,,,,,,,
648,1645015689399346.0,,,,,,,,,,,,,,,,,,,,,,
649,1645015689414007.2,,,,,,,,,,,,,,,,,,,,,,
650,1645015689419697.5,,,,,,,,,,,,,,,,,,,,,,
651,1645015689429739.8,,,,,,,,,,,,,,,,,,,,,,
652,1645015689439508.5,,,,,,,,,,,,,,,,,,,,,,
653,1645015689449503.5,,,,,,,,,,,,,,,,,,,,,,
654,1645015689459495.5,,,,,,,,,,,,,,,,,,,,,,
655,1645015689469359.0,,,,,,,,,,,,,,,,,,,,,,
656,1645015689479511.2,,,,,,,,,,,,,,,,,,,,,,
657,1645015689489307.2,,,,,,,,,,,,,,,,,,,,,,
658,1645015689499703.0,,,,,,,,,,,,,,,,,,,,,,
659,1645015689509554.5,,,,,,,,,,,,,,,,,,,,,,
660,1645015689519422.8,,,,,,,,,,,,,,,,,,,,,,
661,1645015689529365.2,,,,,,,,,,,,,,,,,,,,,,
662,1645015689540524.2,,,,,,,,,,,,,,,,,,,,,,
663,1645015689549335.2,,,,,,,,,,,,,,,,,,,,,,
664,1645015689559440.2,,,,,,,,,,,,,,,,,,,,,,
665,1645015689569441.0,,,,,,,,,,,,,,,,,,,,,,
666,1645015689579343.8,,,,,,,,,,,,,,,,,,,,,,
667,1645015689589416.0,,,,,,,,,,,,,,,,,,,,,,
668,1645015689599480.0,,,,,,,,,,,,,,,,,,,,,,
669,1645015689609417.2,,,,,,,,,,,,,,,,,,,,,,
670,1645015689619436.8,,,,,,,,,,,,,,,,,,,,,,
671,1645015689629458.8,,,,,,,,,,,,,,,,,,,,,,
672,1645015689639324.0,,,,,,,,,,,,,,,,,,,,,,
673,1645015689649491.0,,,,,,,,,,,,,,,,,,,,,,
674,1645015689659565.0,,,,,,,,,,,,,,,,,,,,,,
675,1645015689669372.2,,,,,,,,,,,,,,,,,,,,,,
676,1645015689679471.0,,,,,,,,,,,,,,,,,,,,,,
677,1645015689689409.8,,,,,,,,,,,,,,,,,,,,,,
678,1645015689699324.2,,,,,,,,,,,,,,,,,,,,,,
679,1645015689709446.0,,,,,,,,,,,,,,,,,,,,,,
680,1645015689719483.5,,,,,,,,,,,,,,,,,,,,,,
681,1645015689729326.8,,,,,,,,,,,,,,,,,,,,,,
682,1645015689740476.2,,,,,,,,,,,,,,,,,,,,,,
683,1645015689749415.8,,,,,,,,,,,,,,,,,,,,,,
684,1645015689759442.8,,,,,,,,,,,,,,,,,,,,,,
685,1645015689769373.8,,,,,,,,,,,,,,,,,,,,,,
686,1645015689779418.2,,,,,,,,,,,,,,,,,,,,,,
687,1645015689789308.8,,,,,,,,,,,,,,,,,,,,,,
688,1645015689799381.2,,,,,,,,,,,,,,,,,,,,,,
689,1645015689809320.0,,,,,,,,,,,,,,,,,,,,,,
690,1645015689819337.8,,,,,,,,,,,,,,,,,,,,,,
691,1645015689829341.0,,,,,,,,,,,,,,,,,,,,,,
692,1645015689839408.8,,,,,,,,,,,,,,,,,,,,,,
693,1645015689849527.5,,,,,,,,,,,,,,,,,,,,,,
694,1645015689859494.0,,,,,,,,,,,,,,,,,,,,,,
695,1645015689869454.8,,,,,,,,,,,,,,,,,,,,,,
696,1645015689879331.2,,,,,,,,,,,,,,,,,,,,,,
